0
<code>;;;;;
1753884006241.4;52;0;0;Init;
1753884006247.2;53;0;532nm;Init;
1753884006253.1;54;0;0;Init;
1753884006258.9;55;0;0.000;Init;
1753884006264.8;56;0;NO;Init;
1753884006270.7;57;0;700;Init;
1753884006276.6;58;0;450;Init;
1753884006282.4;59;0;1;Init;
1753884006290.2;80;0;LoadFunc sequence inserted;Init;
1753884006297.1;60;0;TempIncreaser+1;Init;
1753884006304.5;61;0;(-262.96823*math.exp(-Amplification/6.57657))+(-3487.92616*math.exp(-Amplification/0.36538))+(-297.09159*math.exp(-Amplification/87.37362))+895.52035+OptimalAmp;Init;
1753884006310.8;62;0;RepetitionRate-1;Init;
1753884006316.9;63;0;RepetitionRate+1;Init;
1753884006323.2;64;0;math.floor(PHD1raw*100+0.5)/100;Init;
1753884006329.3;65;0;EndTime-StartTime;Init;
1753884006335.8;66;0;TotalShots+math.floor(((TimeDifference/1000)*RepetitionRate)+0.5);Init;
1753884006341.9;67;0;EndTime2-StartTime2;Init;
1753884006348.4;68;0;TotalOpticalShots+math.floor(((TimeDifference/1000)*RepetitionRate)+0.5);Init;
1753884006354.7;69;0;TotalOnTime+(TimeDifference2/1000);Init;
1753884006360.8;70;0;math.floor((x)+0.5);Init;
1753884006368.0;81;0;LoadUser sequence inserted;Init;
1753884006376.1;71;0;Maximum;Init;
1753884006376.7;71;0;750;Init;
1753884006377.2;71;0;Continuous;Init;
1753884006377.7;71;0;1;Init;
1753884006378.1;71;0;1;Init;
1753884006378.5;71;0;88657;Init;
1753884006378.9;71;0;1;Init;
1753884006379.4;71;0;532nm;Init;
1753884006379.8;71;0;Internal;Init;
1753884006380.4;71;0;90;Init;
1753884006380.8;71;0;User variables loaded;Init;
1753884006388.1;82;0;CheckFile sequence inserted;Init;
1753884006396.8;341;0;1;Init;
1753884006402.8;342;0;;Init;
1753884006410.2;344;0;0;Init;
1753884006417.6;83;0;LoadFile sequence inserted;Init;
1753884006425.1;345;0;3;Init;
1753884006431.2;84;0;1;Init;
1753884014449.0;91;0;49.0;Init;
1753884014456.0;92;0;51.0;Init;
1753884014464.4;93;0;50.0;Init;
1753884014470.7;94;0;OFF;Init;
1753884014477.0;95;0;OFF;Init;
1753884014483.2;97;0;OFF;Init;
1753884014489.4;98;0;OFF;Init;
1753884014495.6;99;0;Continuous;Init;
1753884014503.1;100;0;1;Init;
1753884014509.3;101;0;88657;Init;
1753884014515.3;102;0;ON;Init;
1753884014531.7;103;0;Log started on ch:1;Init;
1753884014548.3;104;0;Log started on ch:2;Init;
1753884014564.6;105;0;Log started on ch:3;Init;
1753884014581.4;106;0;Log started on ch:4;Init;
1753884014598.1;107;0;Log started on ch:5;Init;
1753884014614.7;108;0;Log started on ch:6;Init;
1753884014631.4;109;0;Log started on ch:7;Init;
1753884014648.0;110;0;Log started on ch:8;Init;
1753884014666.4;111;0;Log started on ch:9;Init;
1753884014683.7;112;0;Log started on ch:10;Init;
1753884014700.7;113;0;Log started on ch:11;Init;
1753884014709.4;114;0;Module watched: CPU8000:21;Init;
1753884014710.3;114;0;Module watched: HM-M20:43;Init;
1753884014711.2;114;0;Module watched: HM-M22:44;Init;
1753884014711.9;114;0;Module watched: HV40W:40;Init;
1753884014712.6;114;0;Module watched: LDM6A:16;Init;
1753884014713.2;114;0;Module watched: LDM150A:17;Init;
1753884014713.9;114;0;Module watched: SY3PL50M:32;Init;
1753884014714.6;114;0;Module watched: MaxiOPG:31;Init;
1753884014715.4;114;0;Module watched: MaxiOPG:33;Init;
1753884014716.1;114;0;Module watched: HM-M17:41;Init;
1753884014716.8;114;0;Module watched: HM-M19:42;Init;
1753884014722.9;115;0;2;Init;
1753884014728.9;116;0;Maximum;Init;
1753884014736.7;117;0;SetLevelSFG sequence inserted;Init;
1753884014743.0;268;0;Maximum;Init;
1753884014749.1;269;0;;Init;
1753884014755.8;271;0;;Init;
1753884014762.5;273;0;true;Init;
1753884014768.7;274;0;807;Init;
1753884014775.0;275;0;Maximum;Init;
1753884014781.1;118;0;1;Init;
1753884014789.2;119;0;SetAmplificationSFG sequence inserted;Init;
1753884014795.8;298;0;true;Init;
1753884014802.0;299;0;true;Init;
1753884014809.5;300;0;;Init;
1753884014816.9;303;0;;Init;
1753884014824.3;305;0;1;Init;
1753884014834.3;306;0;150.01427701988;Init;
1753884014841.9;307;0;150.01427701988;Init;
1753884014848.9;308;0;NotInitialized;Init;
1753884014855.4;120;0;1;Init;
1753884014863.3;121;0;SetPRRSFG sequence inserted;Init;
1753884014869.7;189;0;true;Init;
1753884014876.0;190;0;true;Init;
1753884014882.3;191;0;1;Init;
1753884014888.5;192;0;true;Init;
1753884014894.5;193;0;;Init;
1753884014901.4;195;0;1;Init;
1753884014907.6;196;0;NotInitialized;Init;
1753884014913.7;122;0;Internal;Init;
1753884014921.5;123;0;SetSyncModeSFG sequence inserted;Init;
1753884014928.0;179;0;true;Init;
1753884014934.2;180;0;Internal;Init;
1753884014940.5;181;0;Internal;Init;
1753884014946.7;182;0;;Init;
1753884014953.4;185;0;NotInitialized;Init;
1753884014961.4;124;0;450;Init;
1753884014975.2;125;0;SetWavelengthPG401SFG sequence inserted;Init;
1753884014981.6;170;0;true;Init;
1753884014988.5;171;0;true;Init;
1753884014995.0;172;0;450;Init;
1753884015001.2;173;0;450;Init;
1753884015007.4;174;0;0;Init;
1753884015320.1;174;0;true;Init;
1753884015326.2;175;0;NotInitialized;Init;
1753884015332.3;126;0;700;Init;
1753884015340.2;127;0;SetWavelengthPG501SFG sequence inserted;Init;
1753884015346.9;159;0;true;Init;
1753884015353.3;160;0;true;Init;
1753884015359.6;161;0;37000;Init;
1753884015365.9;162;0;700;Init;
1753884015372.1;163;0;700;Init;
1753884015378.1;164;0;0;Init;
1753884015572.1;164;0;true;Init;
1753884015580.3;165;0;0;Init;
1753884015582.8;165;0;true;Init;
1753884015589.4;166;0;NotInitialized;Init;
1753884015595.8;128;0;Idle;Init;
1753884062782.9;228;0;true;SetOutput;
1753884062788.9;229;0;SetOutputSFG sequence inserted;SetOutput;
1753884062795.6;231;0;OFF;SetOutput;
1753884062801.7;232;0;;SetOutput;
1753884062808.5;239;0;true;SetOutput;
1753884062820.2;240;0;CheckPRR sequence inserted;SetOutput;
1753884062822.3;212;0;true;SetOutput;
1753884062829.0;213;0;;SetOutput;
1753884062836.1;219;0;;SetOutput;
1753884062842.5;227;0;Idle;SetOutput;
1753884062848.8;241;0;355nm;SetOutput;
1753884062855.8;242;0;40;SetOutput;
1753884062862.7;243;0;0;SetOutput;
1753884062869.3;244;0;-96.0;SetOutput;
1753884062876.0;245;0;-41.05;SetOutput;
1753884062882.3;246;0;;SetOutput;
1753884062889.1;253;0;;SetOutput;
1753884062896.1;257;0;9000;SetOutput;
1753884063405.6;0;321;Time out ;CHECK_HW;
1753884063406.4;258;321;Time out;SetOutput;
1753884063418.1;259;0;0;SetOutput;
1753884063420.2;259;0;true;SetOutput;
1753884063426.5;260;0;0;SetOutput;
1753884063428.1;260;0;true;SetOutput;
1753884063434.2;261;0;0;SetOutput;
1753884063436.1;261;0;true;SetOutput;
1753884063444.0;262;0;0;SetOutput;
1753884063446.0;262;0;true;SetOutput;
1753884063452.8;263;0;0;SetOutput;
1753884068664.2;263;0;true;SetOutput;
1753884068665.9;264;0;ON;SetOutput;
1753884068679.7;129;0;true;Run;
1753884068687.8;130;0;RunSFG sequence inserted;Run;
1753884068694.3;133;0;ON;Run;
1753884068700.5;134;0;ON;Run;
1753884068706.6;135;0;ON;Run;
1753884068714.2;136;0;ON;Run;
1753884068720.9;137;0;;Run;
1753884068728.7;138;0;ON;Run;
1753884068735.5;139;0;ON;Run;
1753884068742.0;140;0;3;Run;
1753884073751.2;0;0;;CHECK_HW;
1753884073758.6;142;0;4;Run;
1753884073764.7;143;0;Running;Run;
1753884073770.8;144;0;Running;Run;
1753884086649.2;145;0;Guards OK;Stop;
1753884086656.6;146;0;OFF;Stop;
1753884086663.1;147;0;OFF;Stop;
1753884086669.7;148;0;OFF;Stop;
1753884086675.7;149;0;OFF;Stop;
1753884086681.6;150;0;OFF;Stop;
1753884086687.7;152;0;2;Stop;
1753884086694.1;153;0;Guards OK;Stop;
1753884086700.2;154;0;Idle;Stop;
1753884086706.2;155;0;Idle;Stop;
1753887484752.2;167;0;true;SetWavelengthPG401;
1753887484761.2;168;0;SetWavelengthPG401SFG sequence inserted;SetWavelengthPG401;
1753887484767.7;170;0;true;SetWavelengthPG401;
1753887484773.8;171;0;true;SetWavelengthPG401;
1753887484781.5;172;0;455;SetWavelengthPG401;
1753887484789.0;173;0;455;SetWavelengthPG401;
1753887484795.6;174;0;0;SetWavelengthPG401;
1753887484962.4;174;0;true;SetWavelengthPG401;
1753887484968.7;175;0;Idle;SetWavelengthPG401;
1753887486654.0;129;0;true;Run;
1753887486663.2;130;0;RunSFG sequence inserted;Run;
1753887486670.4;133;0;ON;Run;
1753887486677.4;134;0;ON;Run;
1753887486683.7;135;0;ON;Run;
1753887486689.8;136;0;ON;Run;
1753887486696.4;137;0;;Run;
1753887486703.6;138;0;ON;Run;
1753887486709.7;139;0;ON;Run;
1753887486716.1;140;0;3;Run;
1753887491725.1;0;0;;CHECK_HW;
1753887491732.4;142;0;4;Run;
1753887491738.5;143;0;Running;Run;
1753887491744.6;144;0;Running;Run;
1753887496092.1;145;0;Guards OK;Stop;
1753887496098.9;146;0;OFF;Stop;
1753887496105.6;147;0;OFF;Stop;
1753887496112.2;148;0;OFF;Stop;
1753887496118.6;149;0;OFF;Stop;
1753887496124.7;150;0;OFF;Stop;
1753887496130.8;152;0;2;Stop;
1753887496138.7;153;0;Guards OK;Stop;
1753887496145.0;154;0;Idle;Stop;
1753887496151.2;155;0;Idle;Stop;
1753887508054.1;167;0;true;SetWavelengthPG401;
1753887508061.2;168;0;SetWavelengthPG401SFG sequence inserted;SetWavelengthPG401;
1753887508067.8;170;0;true;SetWavelengthPG401;
1753887508074.0;171;0;true;SetWavelengthPG401;
1753887508080.2;172;0;460;SetWavelengthPG401;
1753887508086.6;173;0;460;SetWavelengthPG401;
1753887508092.8;174;0;0;SetWavelengthPG401;
1753887508261.1;174;0;true;SetWavelengthPG401;
1753887508274.0;175;0;Idle;SetWavelengthPG401;
1753888796314.2;346;0;;ReportMobile;
1753888928857.7;167;0;true;SetWavelengthPG401;
1753888928874.1;168;0;SetWavelengthPG401SFG sequence inserted;SetWavelengthPG401;
1753888928880.8;170;0;true;SetWavelengthPG401;
1753888928887.3;171;0;true;SetWavelengthPG401;
1753888928894.1;172;0;500;SetWavelengthPG401;
1753888928900.9;173;0;500;SetWavelengthPG401;
1753888928907.1;174;0;0;SetWavelengthPG401;
1753888929171.1;174;0;true;SetWavelengthPG401;
1753888929177.5;175;0;Idle;SetWavelengthPG401;
